sample	contig	phylum
SRR3719657	k141_464418	Pseudomonadota
SRR3719657	k141_747416	Pseudomonadota
SRR3719657	k141_1311739	Bacteroidota
SRR3719657	k141_843960	Actinomycetota
SRR3719657	k141_937694	Bacteroidota
SRR3719657	k141_464750	Pseudomonadota
SRR3719657	k141_1123163	Bacteroidota
SRR3719657	k141_1311912	Pseudomonadota
SRR3719657	k141_561462	Pseudomonadota
SRR3719657	k141_277924	Pseudomonadota
SRR3719657	k141_1406734	Bacillota
SRR3719657	k141_1500218	Bacillota
SRR3719657	k141_561614	Bacteroidota
SRR3719657	k141_1123685	Pseudomonadota
SRR3719657	k141_938151	Nitrososphaerota
SRR3719657	k141_1500349	Pseudomonadota
SRR3719657	k141_1406915	Bacteroidota
SRR3719657	k141_278206	Pseudomonadota
SRR3719657	k141_465511	Bacteroidota
SRR3719657	k141_561815	Bacillota
SRR3719657	k141_1312706	Bacteroidota
SRR3719657	k141_278455	Pseudomonadota
SRR3719657	k141_278494	Bacillota
SRR3719657	k141_1500770	Pseudomonadota
SRR3719657	k141_465763	Pseudomonadota
SRR3719657	k141_748942	Pseudomonadota
SRR3719657	k141_562218	Actinomycetota
SRR3719657	k141_1124264	Bacillota
SRR3719657	k141_1500987	Bacteroidota
SRR3719657	k141_1218667	Pseudomonadota
SRR3719657	k141_1313316	Pseudomonadota
SRR3719657	k141_1218761	Actinomycetota
SRR3719657	k141_279055	Pseudomonadota
SRR3719657	k141_373478	Pseudomonadota
SRR3719657	k141_749290	Pseudomonadota
SRR3719657	k141_373644	Nitrososphaerota
SRR3719657	k141_1030104	Pseudomonadota
SRR3719657	k141_1124730	Pseudomonadota
SRR3719657	k141_562744	Nitrososphaerota
SRR3719657	k141_749551	Pseudomonadota
SRR3719657	k141_373799	Pseudomonadota
SRR3719657	k141_279530	Pseudomonadota
SRR3719657	k141_373867	Bacillota
SRR3719657	k141_1030363	Pseudomonadota
SRR3719657	k141_1124956	Pseudomonadota
SRR3719657	k141_373965	Pseudomonadota
SRR3719657	k141_467001	Bacteroidota
SRR3719657	k141_749598	Actinomycetota
SRR3719657	k141_374239	Bacillota
SRR3719657	k141_467155	Pseudomonadota
SRR3719657	k141_279871	Pseudomonadota
SRR3719657	k141_374492	Pseudomonadota
SRR3719657	k141_280068	Pseudomonadota
SRR3719657	k141_374603	Pseudomonadota
SRR3719657	k141_1031143	Bacteroidota
SRR3719657	k141_374617	Pseudomonadota
SRR3719657	k141_1031243	Pseudomonadota
SRR3719657	k141_750410	Nitrososphaerota
SRR3719657	k141_1031356	Pseudomonadota
SRR3719657	k141_374793	Pseudomonadota
SRR3719657	k141_467982	Pseudomonadota
SRR3719657	k141_280476	Pseudomonadota
SRR3719657	k141_374859	Bacteroidota
SRR3719657	k141_1031554	Bacillota
SRR3719657	k141_374979	Pseudomonadota
SRR3719657	k141_1031735	Pseudomonadota
SRR3719657	k141_280740	Bacteroidota
SRR3719657	k141_375103	Pseudomonadota
SRR3719657	k141_280831	Actinomycetota
SRR3719657	k141_375123	Pseudomonadota
SRR3719657	k141_280859	Planctomycetota
SRR3719657	k141_281413	Nitrososphaerota
SRR3727512	k141_272101	Bacteroidota
SRR3727512	k141_163254	Bacteroidota
SRR3727512	k141_761890	Cyanobacteriota
SRR3727512	k141_108894	Pseudomonadota
SRR3727512	k141_217707	Pseudomonadota
SRR3727512	k141_435418	Pseudomonadota
SRR3727512	k141_108922	Cyanobacteriota
SRR3727512	k141_979572	Pseudomonadota
SRR3727512	k141_870794	Planctomycetota
SRR3727512	k141_598687	Cyanobacteriota
SRR3727512	k141_381018	Cyanobacteriota
SRR3727512	k141_707590	Actinomycetota
SRR3727512	k141_435478	Pseudomonadota
SRR3727512	k141_1034021	Actinomycetota
SRR3727512	k141_870803	Cyanobacteriota
SRR3727512	k141_108966	Actinomycetota
SRR3727512	k141_54645	Pseudomonadota
SRR3727512	k141_272251	Pseudomonadota
SRR3727512	k141_925296	Actinomycetota
SRR3727512	k141_1034058	Bacteroidota
SRR3727512	k141_217847	Actinomycetota
SRR3727512	k141_109012	Pseudomonadota
SRR3727512	k141_435558	Cyanobacteriota
SRR3727512	k141_598696	Actinomycetota
SRR3727512	k141_54768	Actinomycetota
SRR3727512	k141_453	Pseudomonadota
SRR3727512	k141_653337	Pseudomonadota
SRR3727512	k141_925383	Cyanobacteriota
SRR3727512	k141_163611	Cyanobacteriota
SRR3727512	k141_816542	Pseudomonadota
SRR3727512	k141_163645	Pseudomonadota
SRR3727512	k141_435678	Planctomycetota
SRR3727512	k141_598775	Planctomycetota
SRR3727512	k141_381227	Actinomycetota
SRR3727512	k141_381247	Cyanobacteriota
SRR3727512	k141_272594	Planctomycetota
SRR3727512	k141_54891	Bacteroidota
SRR3727512	k141_435744	Planctomycetota
SRR3727512	k141_544677	Pseudomonadota
SRR3727512	k141_707968	Actinomycetota
SRR3727512	k141_979977	Pseudomonadota
SRR3727512	k141_218099	Pseudomonadota
SRR3727512	k141_871105	Pseudomonadota
SRR3727512	k141_109340	Bacteroidota
SRR3727512	k141_653567	Pseudomonadota
SRR3727512	k141_980015	Cyanobacteriota
SRR3727512	k141_218180	Cyanobacteriota
SRR3727512	k141_871158	Actinomycetota
SRR3727512	k141_816847	Cyanobacteriota
SRR3727512	k141_218236	Pseudomonadota
SRR3727512	k141_55073	Cyanobacteriota
SRR3727512	k141_816922	Pseudomonadota
SRR3727512	k141_490613	Actinomycetota
SRR3727512	k141_327265	Pseudomonadota
SRR3727512	k141_1034527	Actinomycetota
SRR3727512	k141_653811	Pseudomonadota
SRR3727512	k141_544892	Pseudomonadota
SRR3727512	k141_381606	Bacteroidota
SRR3727512	k141_164085	Pseudomonadota
SRR3727512	k141_762643	Actinomycetota
SRR3727512	k141_994	Pseudomonadota
SRR3727512	k141_381648	Bacillota
SRR3727512	k141_436042	Planctomycetota
SRR3727512	k141_708346	Cyanobacteriota
SRR3727512	k141_980287	Actinomycetota
SRR3727512	k141_925950	Planctomycetota
SRR3727512	k141_218517	Cyanobacteriota
SRR3727512	k141_381698	Pseudomonadota
SRR3727512	k141_1109	Pseudomonadota
SRR3727512	k141_55321	Planctomycetota
SRR3727512	k141_436146	Pseudomonadota
SRR3727512	k141_381700	Cyanobacteriota
SRR3727512	k141_817191	Pseudomonadota
SRR3727512	k141_436159	Cyanobacteriota
SRR3727512	k141_1145	Bacteroidota
SRR3727512	k141_273127	Actinomycetota
SRR3727512	k141_164248	Actinomycetota
SRR3727512	k141_817197	Planctomycetota
SRR3727512	k141_817219	Pseudomonadota
SRR3727512	k141_381766	Pseudomonadota
SRR3727512	k141_164282	Pseudomonadota
SRR3727512	k141_436194	Bacteroidota
SRR3727512	k141_708567	Pseudomonadota
SRR3727512	k141_599508	Actinomycetota
SRR3727512	k141_327616	Pseudomonadota
SRR3727512	k141_55414	Pseudomonadota
SRR3727512	k141_381829	Pseudomonadota
SRR3727512	k141_817333	Pseudomonadota
SRR3727512	k141_871632	Actinomycetota
SRR3727512	k141_545178	Pseudomonadota
SRR3727512	k141_654243	Bacillota
SRR3727512	k141_273343	Actinomycetota
SRR3727512	k141_763059	Pseudomonadota
SRR3727512	k141_1292	Bacillota
SRR3727512	k141_926259	Pseudomonadota
SRR3727512	k141_109963	Bacillota
SRR3727512	k141_980690	Planctomycetota
SRR3727512	k141_599621	Cyanobacteriota
SRR3727512	k141_109973	Cyanobacteriota
SRR3727512	k141_164527	Bacteroidota
SRR3727512	k141_273389	Actinomycetota
SRR3727512	k141_55581	Actinomycetota
SRR3727512	k141_381958	Bacillota
SRR3727512	k141_381964	Actinomycetota
SRR3727512	k141_545402	Actinomycetota
SRR3727512	k141_55645	Actinomycetota
SRR3727512	k141_436423	Bacteroidota
SRR3727512	k141_382082	Bacteroidota
SRR3727512	k141_708891	Actinomycetota
SRR3727512	k141_327984	Actinomycetota
SRR3727512	k141_926521	Actinomycetota
SRR3727512	k141_599867	Actinomycetota
SRR3727512	k141_654497	Pseudomonadota
SRR3727512	k141_55703	Actinomycetota
SRR3727512	k141_708955	Planctomycetota
SRR3727512	k141_382126	Cyanobacteriota
SRR3727512	k141_654536	Pseudomonadota
SRR3727512	k141_1672	Actinomycetota
SRR3727512	k141_926615	Actinomycetota
SRR3727512	k141_219236	Pseudomonadota
SRR3727512	k141_763457	Pseudomonadota
SRR3727512	k141_382211	Actinomycetota
SRR3727512	k141_872130	Actinomycetota
SRR3727512	k141_328161	Pseudomonadota
SRR3727512	k141_872144	Pseudomonadota
SRR3727512	k141_926680	Cyanobacteriota
SRR3727512	k141_817847	Pseudomonadota
SRR3727512	k141_872206	Pseudomonadota
SRR3727512	k141_545822	Cyanobacteriota
SRR3727512	k141_709199	Pseudomonadota
SRR3727512	k141_219341	Cyanobacteriota
SRR3727512	k141_110446	Actinomycetota
SRR3727512	k141_926783	Pseudomonadota
SRR3727512	k141_981095	Planctomycetota
SRR3727512	k141_872263	Cyanobacteriota
SRR3727512	k141_219351	Planctomycetota
SRR3727512	k141_382360	Pseudomonadota
SRR3727512	k141_1035665	Actinomycetota
SRR3727512	k141_600231	Actinomycetota
SRR3727512	k141_491788	Planctomycetota
SRR3727512	k141_219368	Planctomycetota
SRR3727512	k141_273892	Actinomycetota
SRR3727512	k141_382385	Actinomycetota
SRR3727512	k141_872320	Bacillota
SRR3727512	k141_709270	Pseudomonadota
SRR3727512	k141_545929	Pseudomonadota
SRR3727512	k141_600336	Pseudomonadota
SRR3727512	k141_763719	Planctomycetota
SRR3727512	k141_437054	Actinomycetota
SRR3727512	k141_926904	Verrucomicrobiota
SRR3727512	k141_600344	Cyanobacteriota
SRR3727512	k141_654937	Pseudomonadota
SRR3727512	k141_600372	Planctomycetota
SRR3727512	k141_328507	Actinomycetota
SRR3727512	k141_274094	Actinomycetota
SRR3727512	k141_818170	Cyanobacteriota
SRR3727512	k141_600404	Actinomycetota
SRR3727512	k141_492030	Pseudomonadota
SRR3727512	k141_219519	Actinomycetota
SRR3727512	k141_1035928	Pseudomonadota
SRR3727512	k141_546057	Actinomycetota
SRR3727512	k141_274129	Actinomycetota
SRR3727512	k141_56395	Actinomycetota
SRR3727512	k141_600422	Cyanobacteriota
SRR3727512	k141_110730	Cyanobacteriota
SRR3727512	k141_165431	Bacteroidota
SRR3727512	k141_763917	Actinomycetota
SRR3727512	k141_56433	Actinomycetota
SRR3727512	k141_328583	Actinomycetota
SRR3727512	k141_927142	Pseudomonadota
SRR3727512	k141_56470	Pseudomonadota
SRR3727512	k141_655178	Actinomycetota
SRR3727512	k141_110853	Actinomycetota
SRR3727512	k141_492157	Pseudomonadota
SRR3727512	k141_709593	Cyanobacteriota
SRR3727512	k141_1036013	Actinomycetota
SRR3727512	k141_437387	Actinomycetota
SRR3727512	k141_872639	Cyanobacteriota
SRR3727512	k141_655276	Cyanobacteriota
SRR3727512	k141_818392	Cyanobacteriota
SRR3727512	k141_600573	Cyanobacteriota
SRR3727512	k141_546271	Verrucomicrobiota
SRR3727512	k141_382948	Actinomycetota
SRR3727512	k141_927292	Bacillota
SRR3727512	k141_1036036	Actinomycetota
SRR3727512	k141_437523	Bacillota
SRR3727512	k141_764134	Pseudomonadota
SRR3727512	k141_56702	Cyanobacteriota
SRR3727512	k141_328829	Cyanobacteriota
SRR3727512	k141_1036072	Actinomycetota
SRR3727512	k141_437610	Pseudomonadota
SRR3727512	k141_111057	Planctomycetota
SRR3727512	k141_872808	Cyanobacteriota
SRR3727512	k141_818551	Actinomycetota
SRR3727512	k141_219871	Bacteroidota
SRR3727512	k141_655468	Actinomycetota
SRR3727512	k141_2608	Actinomycetota
SRR3727512	k141_437651	Pseudomonadota
SRR3727512	k141_818618	Pseudomonadota
SRR3727512	k141_492483	Actinomycetota
SRR3727512	k141_2662	Bacteroidota
SRR3727512	k141_111160	Actinomycetota
SRR3727512	k141_165944	Pseudomonadota
SRR3727512	k141_546441	Bacteroidota
SRR3727512	k141_927437	Actinomycetota
SRR3727512	k141_2711	Pseudomonadota
SRR3727512	k141_927452	Pseudomonadota
SRR3727512	k141_220008	Actinomycetota
SRR3727512	k141_383279	Cyanobacteriota
SRR3727512	k141_818718	Planctomycetota
SRR3727512	k141_873045	Pseudomonadota
SRR3727512	k141_437825	Pseudomonadota
SRR3727512	k141_111248	Cyanobacteriota
SRR3727512	k141_57045	Bacteroidota
SRR3727512	k141_1036399	Pseudomonadota
SRR3727512	k141_927516	Pseudomonadota
SRR3727512	k141_2792	Pseudomonadota
SRR3727512	k141_274893	Bacteroidota
SRR3727512	k141_437850	Pseudomonadota
SRR3727512	k141_710065	Planctomycetota
SRR3727512	k141_818802	Bacteroidota
SRR3727512	k141_982207	Pseudomonadota
SRR3727512	k141_274921	Pseudomonadota
SRR3727512	k141_601081	Actinomycetota
SRR3727512	k141_873127	Actinomycetota
SRR3727512	k141_492756	Actinomycetota
SRR3727512	k141_655768	Cyanobacteriota
SRR3727512	k141_57136	Bacteroidota
SRR3727512	k141_2829	Bacteroidota
SRR3727512	k141_329261	Cyanobacteriota
SRR3727512	k141_546621	Pseudomonadota
SRR3727512	k141_601148	Pseudomonadota
SRR3727512	k141_111382	Bacteroidota
SRR3727512	k141_383531	Pseudomonadota
SRR3727512	k141_329271	Actinomycetota
SRR3727512	k141_166283	Actinomycetota
SRR3727512	k141_166304	Verrucomicrobiota
SRR3727512	k141_982468	Pseudomonadota
SRR3727512	k141_546794	Pseudomonadota
SRR3727512	k141_601289	Actinomycetota
SRR3727512	k141_1036742	Planctomycetota
SRR3727512	k141_546836	Pseudomonadota
SRR3727512	k141_438185	Cyanobacteriota
SRR3727512	k141_166393	Bacteroidota
SRR3727512	k141_438195	Cyanobacteriota
SRR3727512	k141_275089	Pseudomonadota
SRR3727512	k141_57423	Bacillota
SRR3727512	k141_764854	Bacteroidota
SRR3727512	k141_111677	Pseudomonadota
SRR3727512	k141_710470	Actinomycetota
SRR3727512	k141_546909	Cyanobacteriota
SRR3727512	k141_819222	Pseudomonadota
SRR3727512	k141_220639	Actinomycetota
SRR3727512	k141_710507	Actinomycetota
SRR3727512	k141_764936	Planctomycetota
SRR3727512	k141_819230	Cyanobacteriota
SRR3727512	k141_329557	Cyanobacteriota
SRR3727512	k141_982762	Cyanobacteriota
SRR3727512	k141_275255	Cyanobacteriota
SRR3727512	k141_547078	Actinomycetota
SRR3727512	k141_220723	Cyanobacteriota
SRR3727512	k141_547081	Pseudomonadota
SRR3727512	k141_547104	Pseudomonadota
SRR3727512	k141_928208	Actinomycetota
SRR3727512	k141_493281	Cyanobacteriota
SRR3727512	k141_111885	Actinomycetota
SRR3727512	k141_547119	Planctomycetota
SRR3727512	k141_111886	Pseudomonadota
SRR3727512	k141_3442	Cyanobacteriota
SRR3727512	k141_1037071	Actinomycetota
SRR3727512	k141_166641	Actinomycetota
SRR3727512	k141_329768	Bacteroidota
SRR3727512	k141_547134	Actinomycetota
SRR3727512	k141_438417	Actinomycetota
SRR3727512	k141_982985	Pseudomonadota
SRR3727512	k141_166666	Cyanobacteriota
SRR3727512	k141_275436	Pseudomonadota
SRR3727512	k141_547169	Bacteroidota
SRR3727512	k141_493352	Bacteroidota
SRR3727512	k141_57773	Cyanobacteriota
SRR3727512	k141_3550	Verrucomicrobiota
SRR3727512	k141_220988	Pseudomonadota
SRR3727512	k141_928259	Actinomycetota
SRR3727512	k141_1037262	Bacteroidota
SRR3727512	k141_329863	Actinomycetota
SRR3727512	k141_601898	Actinomycetota
SRR3727512	k141_1037320	Bacteroidota
SRR3727512	k141_166792	Pseudomonadota
SRR3727512	k141_928365	Actinomycetota
SRR3727512	k141_819792	Pseudomonadota
SRR3727512	k141_3761	Actinomycetota
SRR3727512	k141_275698	Cyanobacteriota
SRR3727512	k141_221259	Pseudomonadota
SRR3727512	k141_874229	Pseudomonadota
SRR3727512	k141_57999	Actinomycetota
SRR3727512	k141_438804	Cyanobacteriota
SRR3727512	k141_547576	Pseudomonadota
SRR3727512	k141_384302	Actinomycetota
SRR3727512	k141_765551	Actinomycetota
SRR3727512	k141_874329	Cyanobacteriota
SRR3727512	k141_384374	Pseudomonadota
SRR3727512	k141_3834	Actinomycetota
SRR3727512	k141_58147	Cyanobacteriota
SRR3727512	k141_221367	Cyanobacteriota
SRR3727512	k141_765589	Pseudomonadota
SRR3727512	k141_819916	Pseudomonadota
SRR3727512	k141_874365	Pseudomonadota
SRR3727512	k141_438881	Myxococcota
SRR3727512	k141_493802	Actinomycetota
SRR3727512	k141_3894	Bacteroidota
SRR3727512	k141_112480	Bacteroidota
SRR3727512	k141_384436	Pseudomonadota
SRR3727512	k141_657047	Bacteroidota
SRR3727512	k141_983554	Pseudomonadota
SRR3727512	k141_384440	Planctomycetota
SRR3727512	k141_602306	Bacteroidota
SRR3727512	k141_928693	Pseudomonadota
SRR3727512	k141_874463	Actinomycetota
SRR3727512	k141_384449	Planctomycetota
SRR3727512	k141_820083	Cyanobacteriota
SRR3727512	k141_711457	Pseudomonadota
SRR3727512	k141_983586	Pseudomonadota
SRR3727512	k141_167199	Pseudomonadota
SRR3727512	k141_928741	Pseudomonadota
SRR3727512	k141_874474	Bacteroidota
SRR3727512	k141_547848	Pseudomonadota
SRR3727512	k141_657231	Actinomycetota
SRR3727512	k141_928792	Bacteroidota
SRR3727512	k141_58431	Cyanobacteriota
SRR3727512	k141_167295	Pseudomonadota
SRR3727512	k141_276069	Actinomycetota
SRR3727512	k141_602484	Pseudomonadota
SRR3727512	k141_874509	Actinomycetota
SRR3727512	k141_494058	Pseudomonadota
SRR3727512	k141_330498	Mycoplasmatota
SRR3727512	k141_983741	Cyanobacteriota
SRR3727512	k141_112742	Actinomycetota
SRR3727512	k141_384602	Cyanobacteriota
SRR3727512	k141_167353	Bacteroidota
SRR3727512	k141_221846	Pseudomonadota
SRR3727512	k141_765961	Actinomycetota
SRR3727512	k141_1037922	Actinomycetota
SRR3727512	k141_928871	Pseudomonadota
SRR3727512	k141_983795	Actinomycetota
SRR3727512	k141_112839	Actinomycetota
SRR3727512	k141_439348	Actinomycetota
SRR3727512	k141_4276	Actinomycetota
SRR3727512	k141_1038009	Pseudomonadota
SRR3727512	k141_221863	Verrucomicrobiota
SRR3727512	k141_928943	Cyanobacteriota
SRR3727512	k141_711871	Pseudomonadota
SRR3727512	k141_602684	Pseudomonadota
SRR3727512	k141_384755	Pseudomonadota
SRR3727512	k141_58654	Actinomycetota
SRR3727512	k141_167433	Bacteroidota
SRR3727512	k141_874758	Pseudomonadota
SRR3727512	k141_494326	Pseudomonadota
SRR3727512	k141_439369	Actinomycetota
SRR3727512	k141_1038051	Pseudomonadota
SRR3727512	k141_983959	Pseudomonadota
SRR3727512	k141_548075	Actinomycetota
SRR3727512	k141_439473	Actinomycetota
SRR3727512	k141_929067	Pseudomonadota
SRR3727512	k141_602798	Pseudomonadota
SRR3727512	k141_984016	Bacteroidota
SRR3727512	k141_766249	Actinomycetota
SRR3727512	k141_276431	Cyanobacteriota
SRR3727512	k141_439518	Cyanobacteriota
SRR3727512	k141_1038203	Actinomycetota
SRR3727512	k141_167606	Cyanobacteriota
SRR3727512	k141_439535	Pseudomonadota
SRR3727512	k141_820653	Planctomycetota
SRR3727512	k141_602854	Actinomycetota
SRR3727512	k141_222105	Pseudomonadota
SRR3727512	k141_4484	Cyanobacteriota
SRR3727512	k141_439563	Planctomycetota
SRR3727512	k141_439568	Pseudomonadota
SRR3727512	k141_276529	Bacillota
SRR3727512	k141_766370	Actinomycetota
SRR3727512	k141_875001	Pseudomonadota
SRR3727512	k141_984136	Pseudomonadota
SRR3727512	k141_657853	Bacteroidota
SRR3727512	k141_712116	Pseudomonadota
SRR3727512	k141_602984	Pseudomonadota
SRR3727512	k141_222220	Bacteroidota
SRR3727512	k141_4595	Cyanobacteriota
SRR3727512	k141_385049	Actinomycetota
SRR3727512	k141_276591	Actinomycetota
SRR3727512	k141_4599	Pseudomonadota
SRR3727512	k141_439701	Pseudomonadota
SRR3727512	k141_548403	Planctomycetota
SRR3727512	k141_222288	Actinomycetota
SRR3727512	k141_657949	Cyanobacteriota
SRR3727512	k141_59070	Actinomycetota
SRR3727512	k141_167844	Cyanobacteriota
SRR3727512	k141_657963	Bacteroidota
SRR3727512	k141_766454	Bacteroidota
SRR3727512	k141_712243	Bacteroidota
SRR3727512	k141_276667	Cyanobacteriota
SRR3727512	k141_984257	Cyanobacteriota
SRR3727512	k141_331186	Pseudomonadota
SRR3727512	k141_820962	Pseudomonadota
SRR3727512	k141_494839	Bacteroidota
SRR3727512	k141_113452	Actinomycetota
SRR3727512	k141_548570	Pseudomonadota
SRR3727512	k141_59214	Pseudomonadota
SRR3727512	k141_222422	Planctomycetota
SRR3727512	k141_276730	Pseudomonadota
SRR3727512	k141_439911	Pseudomonadota
SRR3727512	k141_59221	Cyanobacteriota
SRR3727512	k141_658119	Planctomycetota
SRR3727512	k141_385406	Bacteroidota
SRR3727512	k141_59276	Pseudomonadota
SRR3727512	k141_168014	Actinomycetota
SRR3727512	k141_766597	Actinomycetota
SRR3727512	k141_222498	Actinomycetota
SRR3727512	k141_712482	Actinomycetota
SRR3727512	k141_875435	Actinomycetota
SRR3727512	k141_984515	Cyanobacteriota
SRR3727512	k141_548751	Pseudomonadota
SRR3727512	k141_276916	Bacteroidota
SRR3727512	k141_385536	Pseudomonadota
SRR3727512	k141_440133	Actinomycetota
SRR3727512	k141_113711	Actinomycetota
SRR3727512	k141_712590	Pseudomonadota
SRR3727512	k141_929866	Actinomycetota
SRR3727512	k141_5012	Cyanobacteriota
SRR3727512	k141_548831	Pseudomonadota
SRR3727512	k141_5021	Pseudomonadota
SRR3727512	k141_113802	Actinomycetota
SRR3727512	k141_168269	Pseudomonadota
SRR3727512	k141_385661	Cyanobacteriota
SRR3727512	k141_277090	Bacteroidota
SRR3727512	k141_495174	Actinomycetota
SRR3727512	k141_658416	Actinomycetota
SRR3727512	k141_929960	Cyanobacteriota
SRR3727512	k141_984751	Actinomycetota
SRR3727512	k141_168329	Bacteroidota
SRR3727512	k141_875678	Pseudomonadota
SRR3727512	k141_766887	Bacteroidota
SRR3727512	k141_168350	Pseudomonadota
SRR3727512	k141_440357	Cyanobacteriota
SRR3727512	k141_495288	Pseudomonadota
SRR3727512	k141_766920	Cyanobacteriota
SRR3727512	k141_712774	Pseudomonadota
SRR3727512	k141_821536	Actinomycetota
SRR3727512	k141_1038961	Bacillota
SRR3727512	k141_331883	Pseudomonadota
SRR3727512	k141_658590	Cyanobacteriota
SRR3727512	k141_766962	Actinomycetota
SRR3727512	k141_385859	Actinomycetota
SRR3727512	k141_331916	Actinomycetota
SRR3727512	k141_549132	Planctomycetota
SRR3727512	k141_168507	Pseudomonadota
SRR3727512	k141_277284	Pseudomonadota
SRR3727512	k141_168546	Cyanobacteriota
SRR3727512	k141_385939	Pseudomonadota
SRR3727512	k141_5317	Pseudomonadota
SRR3727512	k141_223093	Pseudomonadota
SRR3727512	k141_549228	Pseudomonadota
SRR3727512	k141_332026	Cyanobacteriota
SRR3727512	k141_821747	Pseudomonadota
SRR3727512	k141_712944	Pseudomonadota
SRR3727512	k141_1039110	Pseudomonadota
SRR3727512	k141_332040	Actinomycetota
SRR3727512	k141_5347	Planctomycetota
SRR3727512	k141_168648	Planctomycetota
SRR3727512	k141_332063	Cyanobacteriota
SRR3727512	k141_114169	Actinomycetota
SRR3727512	k141_876099	Cyanobacteriota
SRR3727512	k141_277494	Pseudomonadota
SRR3727512	k141_767133	Bacteroidota
SRR3727512	k141_5429	Cyanobacteriota
SRR3727512	k141_60137	Pseudomonadota
SRR3727512	k141_713052	Bacteroidota
SRR3727512	k141_168744	Cyanobacteriota
SRR3727512	k141_876141	Planctomycetota
SRR3727512	k141_332177	Pseudomonadota
SRR3727512	k141_549433	Euryarchaeota
SRR3727512	k141_168747	Pseudomonadota
SRR3727512	k141_223248	Cyanobacteriota
SRR3727512	k141_658972	Pseudomonadota
SRR3727512	k141_821858	Actinomycetota
SRR3727512	k141_277564	Actinomycetota
SRR3727512	k141_713066	Pseudomonadota
SRR3727512	k141_332194	Cyanobacteriota
SRR3727512	k141_5532	Pseudomonadota
SRR3727512	k141_876187	Pseudomonadota
SRR3727512	k141_114413	Actinomycetota
SRR3727512	k141_930598	Actinomycetota
SRR3727512	k141_386269	Actinomycetota
SRR3727512	k141_713124	Bacteroidota
SRR3727512	k141_549565	Planctomycetota
SRR3727512	k141_495773	Pseudomonadota
SRR3727512	k141_985453	Pseudomonadota
SRR3727512	k141_767334	Bacteroidota
SRR3727512	k141_168877	Cyanobacteriota
SRR3727512	k141_223450	Pseudomonadota
SRR3727512	k141_60447	Actinomycetota
SRR3727512	k141_1039511	Bacillota
SRR3727512	k141_713214	Cyanobacteriota
SRR3727512	k141_767404	Pseudomonadota
SRR3727512	k141_5736	Cyanobacteriota
SRR3727512	k141_386487	Actinomycetota
SRR3727512	k141_168998	Pseudomonadota
SRR3727512	k141_985590	Planctomycetota
SRR3727512	k141_223513	Cyanobacteriota
SRR3727512	k141_767424	Actinomycetota
SRR3727512	k141_713266	Bacteroidota
SRR3727512	k141_604546	Actinomycetota
SRR3727512	k141_386510	Actinomycetota
SRR3727512	k141_713279	Pseudomonadota
SRR3727512	k141_114702	Pseudomonadota
SRR3727512	k141_60594	Pseudomonadota
SRR3727512	k141_549783	Planctomycetota
SRR3727512	k141_930944	Cyanobacteriota
SRR3727512	k141_441299	Actinomycetota
SRR3727512	k141_169040	Verrucomicrobiota
SRR3727512	k141_223629	Actinomycetota
SRR3727512	k141_60646	Pseudomonadota
SRR3727512	k141_277975	Actinomycetota
SRR3727512	k141_1039697	Actinomycetota
SRR3727512	k141_659418	Actinomycetota
SRR3727512	k141_278009	Actinomycetota
SRR3727512	k141_1039702	Pseudomonadota
SRR3727512	k141_332660	Pseudomonadota
SRR3727512	k141_713408	Pseudomonadota
SRR3727512	k141_876695	Cyanobacteriota
SRR3727512	k141_496320	Pseudomonadota
SRR3727512	k141_60809	Actinomycetota
SRR3727512	k141_5970	Pseudomonadota
SRR3727512	k141_767844	Cyanobacteriota
SRR3727512	k141_550156	Actinomycetota
SRR3727512	k141_985998	Pseudomonadota
SRR3727512	k141_931299	Pseudomonadota
SRR3727512	k141_223923	Actinomycetota
SRR3727512	k141_6112	Actinomycetota
SRR3727512	k141_332964	Bacillota
SRR3727512	k141_169439	Bacteroidota
SRR3727512	k141_876996	Pseudomonadota
SRR3727512	k141_931306	Planctomycetota
SRR3727512	k141_713665	Cyanobacteriota
SRR3727512	k141_767931	Pseudomonadota
SRR3727512	k141_931338	Pseudomonadota
SRR3727512	k141_6226	Cyanobacteriota
SRR3727512	k141_986138	Pseudomonadota
SRR3727512	k141_441835	Cyanobacteriota
SRR3727512	k141_278488	Actinomycetota
SRR3727512	k141_224070	Cyanobacteriota
SRR3727512	k141_333105	Pseudomonadota
SRR3727512	k141_986172	Bacteroidota
SRR3727512	k141_224095	Bacteroidota
SRR3727512	k141_605240	Cyanobacteriota
SRR3727512	k141_768079	Cyanobacteriota
SRR3727512	k141_605252	Actinomycetota
SRR3727512	k141_1040229	Actinomycetota
SRR3727512	k141_660040	Cyanobacteriota
SRR3727512	k141_877244	Actinomycetota
SRR3727512	k141_768126	Pseudomonadota
SRR3727512	k141_931533	Actinomycetota
SRR3727512	k141_605362	Actinomycetota
SRR3727512	k141_333283	Actinomycetota
SRR3727512	k141_877257	Cyanobacteriota
SRR3727512	k141_496805	Cyanobacteriota
SRR3727512	k141_387301	Pseudomonadota
SRR3727512	k141_115421	Pseudomonadota
SRR3727512	k141_768179	Pseudomonadota
SRR3727512	k141_169817	Actinomycetota
SRR3727512	k141_6566	Pseudomonadota
SRR3727512	k141_387326	Cyanobacteriota
SRR3727512	k141_986349	Bacteroidota
