sample	contig	phylum
SRR5210996	k141_6443720	Actinomycetota
SRR5210996	k141_5306671	Bacillota
SRR5210996	k141_978843	Thermodesulfobacteriota
SRR5210996	k141_3030212	Bacillota
SRR5210996	k141_3488363	Pseudomonadota
SRR5210996	k141_2344806	Pseudomonadota
SRR5210996	k141_5081902	Pseudomonadota
SRR5210996	k141_979078	Bacillota
SRR5210996	k141_1886560	Pseudomonadota
SRR5210996	k141_5992835	Nitrososphaerota
SRR5210996	k141_2121342	Bacillota
SRR5210996	k141_3488509	Actinomycetota
SRR5210996	k141_4170985	Actinomycetota
SRR5210996	k141_3030677	Pseudomonadota
SRR5210996	k141_2806469	Pseudomonadota
SRR5210996	k141_1207571	Nitrososphaerota
SRR5210996	k141_5082257	Bacillota
SRR5210996	k141_528624	Planctomycetota
SRR5210996	k141_6903582	Campylobacterota
SRR5210996	k141_6676274	Bacillota
SRR5210996	k141_1439600	Bacteroidota
SRR5210996	k141_2345626	Pseudomonadota
SRR5210996	k141_6444801	Nitrososphaerota
SRR5210996	k141_2121956	Campylobacterota
SRR5210996	k141_2345694	Pseudomonadota
SRR5210996	k141_4171602	Actinomycetota
SRR5210996	k141_4171652	Campylobacterota
SRR5210996	k141_1887281	Pseudomonadota
SRR5210996	k141_3260466	Bacillota
SRR5210996	k141_4852354	Bacillota
SRR5210996	k141_3031460	Bacillota
SRR5210996	k141_2122517	Pseudomonadota
SRR5210996	k141_751510	Pseudomonadota
SRR5210996	k141_3489607	Actinomycetota
SRR5210996	k141_2122524	Bacillota
SRR5210996	k141_3031643	Bacteroidota
SRR5210996	k141_5539634	Pseudomonadota
SRR5210996	k141_752026	Bacillota
SRR5210996	k141_6445957	Pseudomonadota
SRR5210996	k141_6677478	Pseudomonadota
SRR5210996	k141_1440921	Pseudomonadota
SRR5210996	k141_3714998	Pseudomonadota
SRR5210996	k141_70581	Bacillota
SRR5210996	k141_3941719	Actinomycetota
SRR5210996	k141_3715138	Bacteroidota
SRR5210996	k141_1660637	Bacillota
SRR5210996	k141_3490636	Bacteroidota
SRR5210996	k141_70838	Pseudomonadota
SRR5210996	k141_530270	Spirochaetota
SRR5210996	k141_4399929	Bacteroidota
SRR5210996	k141_5766566	Pseudomonadota
SRR5210996	k141_5540659	Bacteroidota
SRR5210996	k141_2808765	Bacillota
SRR5210996	k141_5084139	Pseudomonadota
SRR5210996	k141_4626980	Actinomycetota
SRR5210996	k141_530747	Bacillota
SRR5210996	k141_1441964	Verrucomicrobiota
SRR5210996	k141_4173818	Bacteroidota
SRR5210996	k141_3942583	Bacillota
SRR5210996	k141_2581392	Pseudomonadota
SRR5210996	k141_3942598	Bacillota
SRR5210996	k141_3262672	Pseudomonadota
SRR5210996	k141_4174103	Pseudomonadota
SRR5210996	k141_6447409	Pseudomonadota
SRR5210996	k141_6447414	Pseudomonadota
SRR5210996	k141_6678926	Fusobacteriota
SRR5210996	k141_1889252	Actinomycetota
SRR5210996	k141_7131589	Bacteroidota
SRR5210996	k141_753746	Bacillota
SRR5210996	k141_5541801	Bacillota
SRR5210996	k141_1442803	Fusobacteriota
SRR5210996	k141_3263420	Actinomycetota
SRR5210996	k141_531655	Bacillota
SRR5210996	k141_5310303	Bacillota
SRR5210996	k141_4628038	Actinomycetota
SRR5210996	k141_6679774	Bacillota
SRR5210996	k141_303494	Bacillota
SRR5210996	k141_72782	Bacteroidota
SRR5210996	k141_6448410	Bacillota
SRR5210996	k141_3943985	Thermomicrobiota
SRR5210996	k141_3263923	Bacillota
SRR5210996	k141_6224897	Acidobacteriota
SRR5210996	k141_3717570	Thermodesulfobacteriota
SRR5210996	k141_2810743	Pseudomonadota
SRR5210996	k141_4628647	Pseudomonadota
SRR5210996	k141_2810787	Pseudomonadota
SRR5210996	k141_3493256	Pseudomonadota
SRR5210996	k141_2583236	Bacillota
SRR5210996	k141_1212253	Verrucomicrobiota
SRR5210996	k141_1663141	Pseudomonadota
SRR5210996	k141_1890514	Planctomycetota
SRR5210996	k141_5769356	Pseudomonadota
SRR5210996	k141_3718288	Pseudomonadota
SRR5210996	k141_1663449	Bacillota
SRR5210996	k141_6680938	Campylobacterota
SRR5210996	k141_1663697	Pseudomonadota
SRR5210996	k141_1212941	Pseudomonadota
SRR5210996	k141_1663790	Bacillota
SRR5210996	k141_3265422	Mycoplasmatota
SRR5210996	k141_755637	Bacillota
SRR5210996	k141_2584192	Actinomycetota
SRR5210996	k141_6226251	Actinomycetota
SRR5210996	k141_3719018	Pseudomonadota
SRR5210996	k141_3036482	Pseudomonadota
SRR5210996	k141_1444596	Bacteroidota
SRR5210996	k141_6681644	Planctomycetota
SRR5210996	k141_5087494	Actinomycetota
SRR5210996	k141_305720	Pseudomonadota
SRR5210996	k141_2351567	Pseudomonadota
SRR5210996	k141_3265938	Bacillota
SRR5210996	k141_3495022	Pseudomonadota
SRR5210996	k141_2584966	Bacillota
SRR5210996	k141_3265997	Actinomycetota
SRR5210996	k141_5770828	Nitrososphaerota
SRR5210996	k141_4404086	Planctomycetota
SRR5210996	k141_2812771	Pseudomonadota
SRR5210996	k141_306470	Pseudomonadota
SRR5210996	k141_3495595	Pseudomonadota
SRR5210996	k141_2128532	Pseudomonadota
SRR5210996	k141_4404656	Pseudomonadota
SRR5210996	k141_6451283	Pseudomonadota
SRR5210996	k141_5999341	Actinomycetota
SRR5210996	k141_2129071	Pseudomonadota
SRR5210996	k141_3947412	Pseudomonadota
SRR5210996	k141_1215151	Pseudomonadota
SRR5210996	k141_2586458	Bacillota
SRR5210996	k141_3496627	Pseudomonadota
SRR5210996	k141_76943	Candidatus Saccharibacteria
SRR5210996	k141_6683816	Pseudomonadota
SRR5210996	k141_5545911	Bacteroidota
SRR5210996	k141_1446627	Euryarchaeota
SRR5210996	k141_6228662	Actinomycetota
SRR5210996	k141_4179178	Bacillota
SRR5210996	k141_6452299	Pseudomonadota
SRR5210996	k141_5546011	Pseudomonadota
SRR5210996	k141_2353797	Cyanobacteriota
SRR5210996	k141_1666300	Bacillota
SRR5210996	k141_6452853	Pseudomonadota
SRR5210996	k141_77661	Pseudomonadota
SRR5210996	k141_3948543	Nitrososphaerota
SRR5210996	k141_4179887	Spirochaetota
SRR5210996	k141_1216223	Bacteroidota
SRR5210996	k141_7136801	Pseudomonadota
SRR5210996	k141_2130923	Pseudomonadota
SRR5210996	k141_2130962	Thermodesulfobacteriota
SRR5210996	k141_537304	Bacillota
SRR5210996	k141_3722899	Bacteroidota
SRR5210996	k141_6685287	Bacillota
SRR5210996	k141_2131346	Bacillota
SRR5210996	k141_3040590	Nitrososphaerota
SRR5210996	k141_4180698	Actinomycetota
SRR5210996	k141_5547835	Bacteroidota
SRR5210996	k141_2815809	Planctomycetota
SRR5210996	k141_6913161	Pseudomonadota
SRR5210996	k141_79243	Bacteroidota
SRR5210996	k141_2131872	Bacteroidota
SRR5210996	k141_2589109	Spirochaetota
SRR5210996	k141_4408189	Pseudomonadota
SRR5210996	k141_1448568	Actinomycetota
SRR5210996	k141_4408275	Bacteroidota
SRR5210996	k141_3499218	Pseudomonadota
SRR5210996	k141_6685992	Spirochaetota
SRR5210996	k141_4634718	Pseudomonadota
SRR5210996	k141_3950512	Pseudomonadota
SRR5210996	k141_4408542	Pseudomonadota
SRR5210996	k141_1896503	Pseudomonadota
SRR5210996	k141_3499446	Pseudomonadota
SRR5210996	k141_3950620	Pseudomonadota
SRR5210996	k141_3499485	Thermodesulfobacteriota
SRR5210996	k141_4408607	Actinomycetota
SRR5210996	k141_988506	Bacillota
SRR5210996	k141_1218354	Pseudomonadota
SRR5210996	k141_988579	Planctomycetota
SRR5210996	k141_5091968	Actinomycetota
SRR5210996	k141_3724594	Actinomycetota
SRR5210996	k141_988841	Bacillota
SRR5210996	k141_5549302	Bacillota
SRR5210996	k141_311168	Pseudomonadota
SRR5210996	k141_3271239	Planctomycetota
SRR5210996	k141_1449496	Pseudomonadota
SRR5210996	k141_4635579	Bacillota
SRR5210996	k141_6914786	Bacillota
SRR5210996	k141_3042732	Pseudomonadota
SRR5210996	k141_539598	Pseudomonadota
SRR5210996	k141_6687244	Pseudomonadota
SRR5210996	k141_6456392	Bacillota
SRR5210996	k141_3952361	Pseudomonadota
SRR5210996	k141_3043280	Cyanobacteriota
SRR5210996	k141_5093145	Pseudomonadota
SRR5210996	k141_1670053	Pseudomonadota
SRR5210996	k141_2134330	Pseudomonadota
SRR5210996	k141_5776974	Pseudomonadota
SRR5210996	k141_5776983	Bacillota
SRR5210996	k141_2358232	Bacillota
SRR5210996	k141_762860	Actinomycetota
SRR5210996	k141_6915881	Pseudomonadota
SRR5210996	k141_2818558	Actinomycetota
SRR5210996	k141_5551093	Pseudomonadota
SRR5210996	k141_6004988	Pseudomonadota
SRR5210996	k141_7140573	Cyanobacteriota
SRR5210996	k141_5777643	Spirochaetota
SRR5210996	k141_82173	Pseudomonadota
SRR5210996	k141_313422	Nitrososphaerota
SRR5210996	k141_1671184	Actinomycetota
SRR5210996	k141_82361	Thermodesulfobacteriota
SRR5210996	k141_2359338	Pseudomonadota
SRR5210996	k141_1671286	Pseudomonadota
SRR5210996	k141_6916966	Mycoplasmatota
SRR5210996	k141_4638026	Thermodesulfobacteriota
SRR5210996	k141_6917013	Bacillota
SRR5210996	k141_3044888	Bacillota
SRR5210996	k141_2819680	Actinomycetota
SRR5210996	k141_4411876	Planctomycetota
SRR5210996	k141_5778306	Spirochaetota
SRR5210996	k141_5318789	Actinomycetota
SRR5210996	k141_82780	Pseudomonadota
SRR5210996	k141_3502393	Bacillota
SRR5210996	k141_1221949	Actinomycetota
SRR5210996	k141_541829	Pseudomonadota
SRR5210996	k141_6235099	Bacillota
SRR5210996	k141_3728147	Actinomycetota
SRR5210996	k141_1671951	Pseudomonadota
SRR5210996	k141_541965	Pseudomonadota
SRR5210996	k141_992265	Pseudomonadota
SRR5210996	k141_5553036	Actinomycetota
SRR5210996	k141_1900699	Pseudomonadota
SRR5210996	k141_2136831	Bacillota
SRR5210996	k141_542314	Pseudomonadota
SRR5210996	k141_2360854	Pseudomonadota
SRR5210996	k141_765458	Actinomycetota
SRR5210996	k141_315075	Bacillota
SRR5210996	k141_765470	Bacteroidota
SRR5210996	k141_2137054	Pseudomonadota
SRR5210996	k141_6007088	Actinomycetota
SRR5210996	k141_5553472	Bacillota
SRR5210996	k141_1452761	Nitrososphaerota
SRR5210996	k141_2361161	Pseudomonadota
SRR5210996	k141_4186184	Pseudomonadota
SRR5210996	k141_2593593	Pseudomonadota
SRR5210996	k141_6460029	Pseudomonadota
SRR5210996	k141_2361228	Actinomycetota
SRR5210996	k141_3046773	Pseudomonadota
SRR5210996	k141_765950	Pseudomonadota
SRR5210996	k141_5320620	Mycoplasmatota
SRR5210996	k141_6236318	Spirochaetota
SRR5210996	k141_1223298	Pseudomonadota
SRR5210996	k141_1901712	Planctomycetota
SRR5210996	k141_3729895	Thermodesulfobacteriota
SRR5210996	k141_6919533	Pseudomonadota
SRR5210996	k141_1673444	Pseudomonadota
SRR5210996	k141_543682	Nitrososphaerota
SRR5210996	k141_766664	Pseudomonadota
SRR5210996	k141_6236892	Pseudomonadota
SRR5210996	k141_993969	Pseudomonadota
SRR5210996	k141_3276640	Pseudomonadota
SRR5210996	k141_1673884	Bacillota
SRR5210996	k141_2822771	Pseudomonadota
SRR5210996	k141_5097639	Pseudomonadota
SRR5210996	k141_317168	Pseudomonadota
SRR5210996	k141_3504924	Bacillota
SRR5210996	k141_544636	Pseudomonadota
SRR5210996	k141_4415524	Campylobacterota
SRR5210996	k141_1902981	Pseudomonadota
SRR5210996	k141_86665	Nitrososphaerota
SRR5210996	k141_1903331	Planctomycetota
SRR5210996	k141_3048593	Bacillota
SRR5210996	k141_4188467	Pseudomonadota
SRR5210996	k141_1903460	Pseudomonadota
SRR5210996	k141_1225119	Bacillota
SRR5210996	k141_995376	Bacillota
SRR5210996	k141_1225222	Actinomycetota
SRR5210996	k141_5556384	Bacillota
SRR5210996	k141_7144844	Bacillota
SRR5210996	k141_3278207	Pseudomonadota
SRR5210996	k141_5098959	Pseudomonadota
SRR5210996	k141_768523	Pseudomonadota
SRR5210996	k141_3049064	Actinomycetota
SRR5210996	k141_6238468	Pseudomonadota
SRR5210996	k141_2597009	Bacillota
SRR5210996	k141_1676078	Thermodesulfobacteriota
SRR5210996	k141_1456536	Thermodesulfobacteriota
SRR5210996	k141_4189666	Bacteroidota
SRR5210996	k141_7145627	Bacteroidota
SRR5210996	k141_1226032	Pseudomonadota
SRR5210996	k141_4868314	Pseudomonadota
SRR5210996	k141_6922707	Pseudomonadota
SRR5210996	k141_996695	Pseudomonadota
SRR5210996	k141_1456961	Pseudomonadota
SRR5210996	k141_4417376	Spirochaetota
SRR5210996	k141_2825510	Bacteroidota
SRR5210996	k141_3733712	Bacteroidota
SRR5210996	k141_2598119	Bacillota
SRR5210996	k141_3050429	Bacillota
SRR5210996	k141_770047	Pseudomonadota
SRR5210996	k141_4868708	Actinomycetota
SRR5210996	k141_2142149	Bacillota
SRR5210996	k141_6695680	Pseudomonadota
SRR5210996	k141_1226636	Pseudomonadota
SRR5210996	k141_2598475	Bacillota
SRR5210996	k141_2142309	Pseudomonadota
SRR5210996	k141_4869003	Actinomycetota
SRR5210996	k141_319710	Bacteroidota
SRR5210996	k141_1905917	Pseudomonadota
SRR5210996	k141_89146	Pseudomonadota
SRR5210996	k141_3734470	Pseudomonadota
SRR5210996	k141_6240189	Actinomycetota
SRR5210996	k141_4644542	Pseudomonadota
SRR5210996	k141_997847	Pseudomonadota
SRR5210996	k141_89569	Planctomycetota
SRR5210996	k141_4191486	Cyanobacteriota
SRR5210996	k141_6012969	Campylobacterota
SRR5210996	k141_6240791	Pseudomonadota
SRR5210996	k141_3051757	Actinomycetota
SRR5210996	k141_2143027	Pseudomonadota
SRR5210996	k141_5559275	Bacillota
SRR5210996	k141_6466288	Pseudomonadota
SRR5210996	k141_3961056	Actinomycetota
SRR5210996	k141_6696959	Pseudomonadota
SRR5210996	k141_4192011	Pseudomonadota
SRR5210996	k141_3052007	Pseudomonadota
SRR5210996	k141_6697165	Pseudomonadota
SRR5210996	k141_5559974	Nitrososphaerota
SRR5210996	k141_4645906	Pseudomonadota
SRR5210996	k141_3052716	Bacillota
SRR5210996	k141_4419974	Pseudomonadota
SRR5210996	k141_4646268	Actinomycetota
SRR5210996	k141_4193231	Actinomycetota
SRR5210996	k141_91384	Pseudomonadota
SRR5210996	k141_5560792	Pseudomonadota
SRR5210996	k141_322040	Pseudomonadota
SRR5210996	k141_322072	Bacteroidota
SRR5210996	k141_3737102	Bacillota
SRR5210996	k141_5787720	Bacillota
SRR5210996	k141_3962700	Pseudomonadota
SRR5210996	k141_5102935	Pseudomonadota
SRR5210996	k141_3962827	Cyanobacteriota
SRR5210996	k141_1229490	Pseudomonadota
SRR5210996	k141_2145111	Pseudomonadota
SRR5210996	k141_4647328	Thermodesulfobacteriota
SRR5210996	k141_3054164	Bacillota
SRR5210996	k141_2369215	Bacillota
SRR5210996	k141_6243024	Bacillota
SRR5210996	k141_4421285	Bacillota
SRR5210996	k141_92412	Pseudomonadota
SRR5210996	k141_1680738	Pseudomonadota
SRR5210996	k141_4648002	Pseudomonadota
SRR5210996	k141_774525	Pseudomonadota
SRR5210996	k141_4421738	Pseudomonadota
SRR5210996	k141_3738455	Pseudomonadota
SRR5210996	k141_2602901	Spirochaetota
SRR5210996	k141_6016199	Pseudomonadota
SRR5210996	k141_7150426	Pseudomonadota
SRR5210996	k141_4421831	Pseudomonadota
SRR5210996	k141_4195142	Bacteroidota
SRR5210996	k141_1681140	Bacillota
SRR5210996	k141_323379	Pseudomonadota
SRR5210996	k141_3284413	Bacteroidota
SRR5210996	k141_6244117	Pseudomonadota
SRR5210996	k141_1230913	Pseudomonadota
SRR5210996	k141_6700344	Pseudomonadota
SRR5210996	k141_1681455	Bacillota
SRR5210996	k141_5789730	Thermodesulfobacteriota
SRR5210996	k141_4195768	Pseudomonadota
SRR5210996	k141_2830808	Bacillota
SRR5210996	k141_4196090	Fusobacteriota
SRR5210996	k141_3285282	Fusobacteriota
SRR5210996	k141_1231924	Bacteroidota
SRR5210996	k141_2604303	Thermodesulfobacteriota
SRR5210996	k141_6928505	Pseudomonadota
SRR5210996	k141_776265	Pseudomonadota
SRR5210996	k141_1462756	Bacillota
SRR5210996	k141_1462807	Bacillota
SRR5210996	k141_5105216	Campylobacterota
SRR5210996	k141_3740187	Pseudomonadota
SRR5210996	k141_5105293	Pseudomonadota
SRR5210996	k141_776465	Bacillota
SRR5210996	k141_1002524	Actinomycetota
SRR5210996	k141_6018450	Thermodesulfobacteriota
SRR5210996	k141_3057150	Acidobacteriota
SRR5210996	k141_5791422	Actinomycetota
SRR5210996	k141_4650705	Bacillota
SRR5210996	k141_4197434	Pseudomonadota
SRR5210996	k141_5330844	Pseudomonadota
SRR5210996	k141_7153025	Actinomycetota
SRR5210996	k141_325560	Bacillota
SRR5210996	k141_3057304	Bacillota
SRR5210996	k141_4424041	Bacteroidota
SRR5210996	k141_4424059	Chlorobiota
SRR5210996	k141_1683689	Pseudomonadota
SRR5210996	k141_3967039	Actinomycetota
SRR5210996	k141_2832456	Euryarchaeota
SRR5210996	k141_778119	Pseudomonadota
SRR5210996	k141_3287210	Pseudomonadota
SRR5210996	k141_4651615	Pseudomonadota
SRR5210996	k141_326259	Pseudomonadota
SRR5210996	k141_1464244	Pseudomonadota
SRR5210996	k141_6703221	Acidobacteriota
SRR5210996	k141_6703249	Bacillota
SRR5210996	k141_1464379	Bacteroidota
SRR5210996	k141_3967682	Bacillota
SRR5210996	k141_4876313	Actinomycetota
SRR5210996	k141_6930713	Cyanobacteriota
SRR5210996	k141_6703789	Elusimicrobiota
SRR5210996	k141_1234748	Pseudomonadota
SRR5210996	k141_5566490	Spirochaetota
SRR5210996	k141_6703887	Pseudomonadota
SRR5210996	k141_96830	Pseudomonadota
SRR5210996	k141_2150509	Pseudomonadota
SRR5210996	k141_3058772	Pseudomonadota
SRR5210996	k141_1913564	Bacillota
SRR5210996	k141_4425787	Thermodesulfobacteriota
SRR5210996	k141_2607117	Pseudomonadota
SRR5210996	k141_555330	Pseudomonadota
SRR5210996	k141_97104	Pseudomonadota
SRR5210996	k141_6931520	Actinomycetota
SRR5210996	k141_2151038	Pseudomonadota
SRR5210996	k141_4426260	Bacillota
SRR5210996	k141_1914067	Nitrososphaerota
SRR5210996	k141_3968909	Bacillota
SRR5210996	k141_4426413	Mycoplasmatota
SRR5210996	k141_6704806	Pseudomonadota
SRR5210996	k141_2374960	Pseudomonadota
SRR5210996	k141_4426532	Pseudomonadota
SRR5210996	k141_97788	Thermodesulfobacteriota
SRR5210996	k141_4653757	Bacillota
SRR5210996	k141_2375323	Pseudomonadota
SRR5210996	k141_3969487	Nitrospirota
SRR5210996	k141_4200176	Spirochaetota
SRR5210996	k141_6932249	Pseudomonadota
SRR5210996	k141_1236314	Bacillota
SRR5210996	k141_1686718	Pseudomonadota
SRR5210996	k141_2608299	Pseudomonadota
SRR5210996	k141_3743823	Bacillota
SRR5210996	k141_556674	Actinomycetota
SRR5210996	k141_5108720	Actinomycetota
SRR5210996	k141_4878312	Cyanobacteriota
SRR5210996	k141_3743869	Pseudomonadota
SRR5210996	k141_2152159	Bacteroidota
SRR5210996	k141_3744067	Pseudomonadota
SRR5210996	k141_2152240	Nitrososphaerota
SRR5210996	k141_4427758	Planctomycetota
SRR5210996	k141_1466887	Pseudomonadota
SRR5210996	k141_3970554	Pseudomonadota
SRR5210996	k141_2609255	Nitrososphaerota
SRR5210996	k141_4878715	Actinomycetota
SRR5210996	k141_4654950	Bacillota
SRR5210996	k141_6706236	Pseudomonadota
SRR5210996	k141_5568988	Actinomycetota
SRR5210996	k141_4654963	Bacillota
SRR5210996	k141_4201580	Cyanobacteriota
SRR5210996	k141_99632	Pseudomonadota
SRR5210996	k141_5335348	Pseudomonadota
SRR5210996	k141_7157685	Pseudomonadota
SRR5210996	k141_1688202	Bacillota
SRR5210996	k141_2836281	Synergistota
SRR5210996	k141_100038	Pseudomonadota
SRR5210996	k141_1467810	Bacillota
SRR5210996	k141_5335995	Bacteroidota
SRR5210996	k141_3291793	Pseudomonadota
SRR5210996	k141_558675	Bacillota
SRR5210996	k141_6251632	Pseudomonadota
SRR5210996	k141_558694	Nitrososphaerota
SRR5210996	k141_1007320	Pseudomonadota
SRR5210996	k141_1917455	Actinomycetota
SRR5210996	k141_6477963	Pseudomonadota
SRR5210996	k141_783831	Nitrososphaerota
SRR5210996	k141_3745923	Thermodesulfobacteriota
SRR5210996	k141_1007936	Bacillota
SRR5210996	k141_2378431	Actinomycetota
SRR5210996	k141_1469030	Pseudomonadota
SRR5210996	k141_6936037	Pseudomonadota
SRR5210996	k141_1469039	Bacteroidota
SRR5210996	k141_2155274	Pseudomonadota
SRR5210996	k141_2378867	Pseudomonadota
SRR5210996	k141_1008572	Bacillota
SRR5210996	k141_4657543	Thermodesulfobacteriota
SRR5210996	k141_6478970	Bacillota
SRR5210996	k141_3063389	Actinomycetota
SRR5210996	k141_101626	Bacillota
SRR5210996	k141_1008629	Pseudomonadota
SRR5210996	k141_7159969	Pseudomonadota
SRR5210996	k141_6936620	Pseudomonadota
SRR5210996	k141_6479366	Pseudomonadota
SRR5210996	k141_2838591	Cyanobacteriota
SRR5210996	k141_5798380	Euryarchaeota
SRR5210996	k141_4881956	Pseudomonadota
SRR5210996	k141_6937470	Pseudomonadota
SRR5210996	k141_2379870	Bacteroidota
SRR5210996	k141_6710520	Pseudomonadota
SRR5210996	k141_3975058	Bacillota
SRR5210996	k141_6254870	Actinomycetota
SRR5210996	k141_1691561	Pseudomonadota
SRR5210996	k141_6027134	Bacillota
SRR5210996	k141_5113595	Pseudomonadota
SRR5210996	k141_1010278	Pseudomonadota
SRR5210996	k141_5113630	Actinomycetota
SRR5210996	k141_3295498	Pseudomonadota
SRR5210996	k141_4206168	Pseudomonadota
SRR5210996	k141_562614	Bacillota
SRR5210996	k141_5800189	Bacillota
SRR5210996	k141_1471236	Pseudomonadota
SRR5210996	k141_4206590	Spirochaetota
SRR5210996	k141_1242451	Actinomycetota
SRR5210996	k141_1920490	Pseudomonadota
SRR5210996	k141_5574642	Pseudomonadota
SRR5210996	k141_4433706	Thermodesulfobacteriota
SRR5210996	k141_1011141	Pseudomonadota
SRR5210996	k141_4883640	Thermodesulfobacteriota
SRR5210996	k141_1471603	Bacillota
SRR5210996	k141_787698	Pseudomonadota
SRR5210996	k141_6481933	Bacillota
SRR5210996	k141_2840660	Bacillota
SRR5210996	k141_5800837	Bacteroidota
SRR5210996	k141_3296642	Pseudomonadota
SRR5210996	k141_1242863	Pseudomonadota
SRR5210996	k141_2382027	Thermodesulfobacteriota
SRR5210996	k141_2615674	Pseudomonadota
SRR5210996	k141_6256444	Bacillota
SRR5210996	k141_5801192	Nitrososphaerota
SRR5210996	k141_788266	Bacillota
SRR5210996	k141_3066834	Actinomycetota
SRR5210996	k141_3297069	Pseudomonadota
SRR5210996	k141_6939826	Bacteroidota
SRR5210996	k141_1693472	Pseudomonadota
SRR5210996	k141_1921407	Actinomycetota
SRR5210996	k141_564061	Pseudomonadota
SRR5210996	k141_3524734	Thermodesulfobacteriota
SRR5210996	k141_3524737	Pseudomonadota
SRR5210996	k141_6482655	Pseudomonadota
SRR5210996	k141_3525050	Bacillota
SRR5210996	k141_105280	Pseudomonadota
SRR5210996	k141_7164046	Thermoproteota
SRR5210996	k141_6482833	Pseudomonadota
SRR5210996	k141_7164129	Euryarchaeota
SRR5210996	k141_564789	Pseudomonadota
SRR5210996	k141_1921945	Pseudomonadota
SRR5210996	k141_7164391	Actinomycetota
SRR5210996	k141_789404	Pseudomonadota
SRR5210996	k141_2383680	Nitrososphaerota
SRR5210996	k141_1473189	Pseudomonadota
SRR5210996	k141_6483200	Pseudomonadota
SRR5210996	k141_4662230	Pseudomonadota
SRR5210996	k141_3978258	Bacteroidota
SRR5210996	k141_3750749	Pseudomonadota
SRR5210996	k141_4662345	Thermodesulfobacteriota
SRR5210996	k141_7164850	Pseudomonadota
SRR5210996	k141_1694926	Pseudomonadota
SRR5210996	k141_3978477	Pseudomonadota
SRR5210996	k141_337541	Actinomycetota
SRR5210996	k141_3526094	Bacillota
SRR5210996	k141_7165060	Pseudomonadota
SRR5210996	k141_6030450	Pseudomonadota
SRR5210996	k141_565521	Actinomycetota
SRR5210996	k141_1922670	Actinomycetota
SRR5210996	k141_3751256	Pseudomonadota
SRR5210996	k141_4209130	Pseudomonadota
SRR5210996	k141_2384526	Actinomycetota
SRR5210996	k141_6258979	Actinomycetota
SRR5210996	k141_6483903	Bacillota
SRR5210996	k141_7165497	Bacillota
SRR5210996	k141_790735	Pseudomonadota
SRR5210996	k141_2843074	Pseudomonadota
SRR5210996	k141_2843103	Bacillota
SRR5210996	k141_2618512	Bacteroidota
SRR5210996	k141_3979133	Pseudomonadota
SRR5210996	k141_2843263	Pseudomonadota
SRR5210996	k141_5344051	Pseudomonadota
SRR5210996	k141_4663570	Actinomycetota
SRR5210996	k141_107252	Bacillota
SRR5210996	k141_6715883	Pseudomonadota
SRR5210996	k141_1246274	Bacteroidota
SRR5210996	k141_2385497	Pseudomonadota
SRR5210996	k141_339081	Pseudomonadota
SRR5210996	k141_5804739	Pseudomonadota
SRR5210996	k141_1923725	Pseudomonadota
SRR5210996	k141_3752312	Actinomycetota
SRR5210996	k141_1696522	Actinomycetota
SRR5210996	k141_5117875	Pseudomonadota
SRR5210996	k141_339365	Pseudomonadota
SRR5210996	k141_4210499	Bacillota
SRR5210996	k141_6943720	Pseudomonadota
SRR5210996	k141_3980346	Bacillota
SRR5210996	k141_4888221	Bacillota
SRR5210996	k141_5579631	Pseudomonadota
SRR5210996	k141_3980805	Actinomycetota
SRR5210996	k141_109199	Myxococcota
SRR5210996	k141_1924941	Pseudomonadota
SRR5210996	k141_1925165	Fusobacteriota
SRR5210996	k141_4889210	Bacillota
SRR5210996	k141_2163891	Bacillota
SRR5210996	k141_568836	Pseudomonadota
SRR5210996	k141_5580931	Pseudomonadota
SRR5210996	k141_6262438	Pseudomonadota
SRR5210996	k141_6487390	Cyanobacteriota
SRR5210996	k141_6945697	Pseudomonadota
SRR5210996	k141_1016977	Bacteroidota
SRR5210996	k141_1698326	Bacteroidota
SRR5210996	k141_1248948	Bacteroidota
SRR5210996	k141_6945938	Pseudomonadota
SRR5210996	k141_1477735	Bacillota
SRR5210996	k141_4666351	Actinomycetota
SRR5210996	k141_2164766	Spirochaetota
SRR5210996	k141_5347617	Bacteroidota
SRR5210996	k141_569749	Pseudomonadota
SRR5210996	k141_3073446	Pseudomonadota
SRR5210996	k141_3303750	Fusobacteriota
SRR5210996	k141_4890506	Actinomycetota
SRR5210996	k141_3754802	Pseudomonadota
SRR5210996	k141_342416	Pseudomonadota
SRR5210996	k141_1017897	Pseudomonadota
SRR5210996	k141_4666914	Thermodesulfobacteriota
SRR5210996	k141_570340	Pseudomonadota
SRR5210996	k141_795430	Actinomycetota
SRR5210996	k141_3074233	Pseudomonadota
SRR5210996	k141_5808845	Cyanobacteriota
SRR5210996	k141_5121844	Thermodesulfobacteriota
SRR5210996	k141_5582667	Actinomycetota
SRR5210996	k141_5348769	Thermodesulfobacteriota
SRR5210996	k141_1926950	Planctomycetota
SRR5210996	k141_1479390	Thermodesulfobacteriota
SRR5210996	k141_4441592	Spirochaetota
SRR5210996	k141_4667750	Bacillota
SRR5210996	k141_1018514	Acidobacteriota
SRR5210996	k141_6035519	Bacteroidota
SRR5210996	k141_1700234	Pseudomonadota
SRR5210996	k141_1479973	Actinomycetota
SRR5210996	k141_7171129	Pseudomonadota
SRR5210996	k141_5122695	Bacteroidota
