Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
SRR5207629_1_t	0.3995558929922254	62.0	150.73560948374643	0.0	31258069.0
SRR5207629_1_up	0.2979544149274034	63.0	150.82813479222096	9.090909090909092	604753.0
SRR5207629_2_t	0.37082659101422166	62.0	150.73532232589287	0.0	31258069.0
SRR5207629_2_up	0.07766923114920132	62.0	150.79776361295924	9.090909090909092	128958.0
SRR5208282_1_t	1.1662488555643051	58.0	150.66716767577236	0.0	73815691.0
SRR5208282_1_up	0.044326469989755424	59.0	150.7923952609046	9.090909090909092	1871412.0
SRR5208282_2_t	1.2094335455411311	58.0	150.6605766651971	0.0	73815691.0
SRR5208282_2_up	0.03736650624635729	58.0	150.07276293912898	9.090909090909092	418015.0
SRR5210996_1_t	1.1381331803158758	46.0	149.70922981797835	0.0	107896624.0
SRR5210996_1_up	0.7741384946544656	51.0	150.03603592424383	18.181818181818183	2659374.0
SRR5210996_2_t	0.9623869084271774	46.0	149.71215185565026	0.0	107896624.0
SRR5210996_2_up	0.06796166189002406	49.0	150.4277524145309	9.090909090909092	265476.0
SRR5262247_1_t	0.4690434789123117	63.0	150.85692948143117	0.0	45867451.0
SRR5262247_1_up	0.35492395497223583	63.0	150.96765571446517	18.181818181818183	1114540.0
SRR5262247_2_t	0.4440277059402007	63.0	150.85692948143117	0.0	45867451.0
SRR5262247_2_up	0.22876156613000376	64.0	150.90575266314505	9.090909090909092	148227.0
SRR9040676_1_t	37.522397685228015	65.0	150.56160244743057	18.181818181818183	105347381.0
SRR9040676_1_up	14.058394244176014	67.0	150.89085495164693	9.090909090909092	921865.0
SRR9040676_2_t	36.39434254534891	65.0	150.5591374881925	18.181818181818183	105347381.0
SRR9040676_2_up	14.556932692704933	67.0	148.65136988581511	9.090909090909092	300390.0
